,name
19032,Бесщёточный двигатель для ламинатора LC-1700
19034,"Пленка ПВХ для нат.потолков MSD Prestige glossy, 260 г/м2, 205 мкм, 2,7 м*100 м, белый"
19035,Труба ПВХ/NP 10/д-160х7.7х5000 мм
19037,Труба ПВХ/NP 10/д-200х9.6х5000 мм
19039,"PVDF отвод 45, д-20 мм/735 158 606"
19041,"PVC-U фланец d - 2"" DN50 PN10/721 702 211"
19043,"Нож для резки пленки из нержавеющей стали Nimbase, 13*1 см"
19045,"Пленка ПВХ для нат.потолков MSD Classic matte, 230 г/м2, 180 мкм, 2,7 м*100 м, белый"
19046,"Ткань Ложная Сетка Премиум, 220 г/кв.м, 42м*1,63м, Термотрансфер, А"
19047,"Пленка для маркера 1,2*50м белая глянцевая (продажа в нарезку)"
19048,"Ткань Флажная Сетка 110 гр/м2, Ровный Край, 1,6 м*94 м, Термотрансфер, А"
19049,"труба ПП d= 50х2,9мм, 5м/12.705.0050.17"
19051,Плата подключения шлейфа печатной головки
19053,Адаптер оптоволоконного кабеля
19055,"Алюминиевая композитная панель Bildex 4000x1220x3 мм, (al 0.2 mm) цвет слоновая кость"
19057,"Пленка ПВХ для нат.потолков MSD Prestige matte, 260 г/м2, 230 мкм, 5 м*100 м, белый"
19058,Волшебная линейка магнит-стекло 50см
19060,"Прокладка для автоклавирования SteriPad 780х630х3 мм, шагрень, 528 отв., 20 мм"
19062,Деталь 401 800 020 000
19064,"Ткань Ложная сетка 160 г/кв.м, 1,6* 94 м. Термотрансфер."
19065,PVDF кран запорный шаровой д-50 мм/175 546 276
19067,"Модуль светодиодный ELF Chip on board 6LED, 120гр, 12В, 1.6Вт, белый 007"
19069,Деталь 402 200 250 000
19071,"Лента светодиодная гибкая герметичная VIKULED Maximum-10060WF-50 (60 SMD 5050/м, 5м, 14.4 Вт/м, 1140лм/м, IP65) на белой подложке"
19073,Лист ПВХ PALFOAM 3х2030x3050 мм белый
19075,Лист ПВХ PALFOAM 4х2030x3050 мм белый
19077,"Лента светодиодная гибкая интерьерная VIKULED Optimum-10060СW-35 холодный белый (60 SMD 3528/м, 5м, 4.8 Вт/м, 300лм/м, интер.) на белой подложке"
19079,"Пленка для печати литая Orajet 3951 G RA 010, 1,05*50 м, 55 мкм, белая, глянцевая"
19080,"Прокладка SteriPad 900х900x3 мм, 714 отв., 20 мм"
19082,"Ткань Футер 3-нит. 310гр/м2/ 1,65*49,4 м"
19083,"Нож OLFA RTY-1/DX с пистолетной рукоятью лезвие 28 мм, круговое"
19085,"Бумага Blueback Torras, 1.27*21м, 115г, сольвент, н8746"
19086,"Бумага Ситилайт Vilaseca Skylight 150 г/м2 1,27м * 28м, сольвент, UV, латекс н6929"
19087,"труба фторопласт PVDF/натуральный/d110x3мм, 5м"
19089,"Защитная бумага Эко 840 мм*660 м, 45 г/м2 (ролики по 25 кг)"
19090,"Лента светодиодная ELF, 300SMD (3528), 12В, 24Вт, 120град, 5м, 7000К, белая"
19092,Лист акрил. EVOGLAS  XT 6x2050x3050 мм прозрачный 92%
19094,"Лента светодиодная гибкая герметичная VIKULED Maximum-10030WF-50 (30 SMD 5050/м, 5м, 7.2 Вт/м, 540лм/м, IP65) на белой подложке"
19096,Лист полипропиленовый/Polystone P SSAG натуральный/перфорированный 1005х1010х3 мм шагрень
19098,"Ткань Рибана 180г/кв.м, 1,65*71м. Термотрансфер"
19099,"Лента светодиодная SWG со скотчем 3М 5050, 60 LED/м, 14,4 Вт/м, 12 В, IP66, 5м, Цвет: Нейтральный белый"
19101,"Ложная сетка 135г/кв.м, 1,65. Термотрансфер.19,95  кг"
19102,"Пинцет изогнутый из нержавеющей стали Nimbase, 12*1 см"
19104,"Ткань сэндвич браш 220г/кв.м, 1,65*56м. Термотрансфер"
19105,"Нож OLFA ML металлический с фиксатором Autolock (лезвие 18 мм, сегментированное)"
19107,Лист ПЭТ-Г Spectar 2*2050*3050 мм молочный
19109,"Монтажная пленка, 0,5*100м"
19110,"Пленка для печати литая Orajet 3951 G RA Plus 000, 1,05*50 м, 55 мкм, белая, глянцевая"
19111,"Пленка литая для печати Orajet 3951 G RA Plus 000, 1,52*50 м, 55 мкм, белая, глянцевая"
19112,"Набор лезвий Ultima, 18 мм, сталь SK2, 10 шт"
19114,Лист акрил. Plazcryl  2x2050x3050 мм прозрачный 92%
19116,Лист ПВХ PALFOAM 5х2030x3050 мм белый
19118,"Пленка литая для печати Orajet 3951 G HT 000, 1,37*50 м, 55 мкм, белая, глянцевая"
19119,"Бумага Ситилайт Vilaseca Skylight 200 г/м2 1,27м * 13м, сольвент, UV, латекс н7824"
19120,"Флис 280г/кв.м, 1,6*65,09м. Термотрансфер"
19121,"Образец Термотрансферная пленка Stahls CAD-CUT SportsFilm F001 0,5*0,5м, белый"
19123,"Термопленка NOVA-FLEX PREMIUM, 0,50*25 м, 1019 - лимонно-желтый"
19124,"Бумага сублимационная Panda Сollaboration, 100 г/м2, 1,62*50 м, с клеевым слоем"
19125,"Нож OLFA SK-10 безопасный с ограничителем в форме клюва (лезвие 17,8 мм)"
19127,"Ткань Арена 145г/м2, 56м*1,55м, Термотрансфер"
19128,"Лента светодиодная SWG со скотчем 3М 5050, 60 LED/м, 14,4 Вт/м, 12 В, IP66, 5м, Цвет: Холодный белый"
19130,поликарбонатная пленка lexan 8010 375мкм 610х1220мм
19131,"Ткань Декотекс 240 гр/м2, 85м*1,6м, Термотрансфер"
19132,"Лист ПС ударопрочный, глянцевый Gebau 2х2000х3000 желтый HIPS GEBAU SL 208 UV"
19134,"Ткань Габардин Люкс Премиум, Термотрансфер, 160 г/кв.м, 1.6*92 м А"
19135,"Ткань Футер 2-нит. 205 гр/м2, 1,65 м*44,20 м"
19136,"Ткань Футер 3-ниточный (начес) 310 гр/м2, 45,20м*1,65м, Термотрансфер"
19137,"Футер 3-нит.петельный 320 гр/м2/ 54,80м*1,65м, Термотрансфер"
19138,"Ткань Дешайн, 62г/кв.м, 1,5*117 м, Термотрансфер"
19139,Лист ПВХ-Х Trovidur PHT 2000х1000х2 мм серый
19141,"Прокладка для автоклавирования SteriPad 910х910 мм,  928 отв. Ø 20 мм"
19143,"PVDF отвод 90, д-32 мм вн/вн под сварку/735 100 108"
19145,Сварочный пруток полипропиленовый/Polystone P dark blue/сополимер/д - 4 мм/бухта - 10 кг
19147,"Цилиндр полипропиленовый, D= 700 мм, H= 900 мм , стенка - 10 мм, натуральный"
19149,"Вспененный полиэтилен для ложементов НПЭ (несшитый) Тепофол, 60 мм, 1*2 м, черный"
19151,"Лист A-ПЭТ VIKUPET 1,8x1250x2050 мм прозрачный (о7725)"
19153,"Лист A-ПЭТ VIKUPET 0,75x1200x2050 мм прозрачный (Корея)"
19155,"Бумага Ситилайт Vilaseca Skylight 135 г/м2 1,6м * 63м, сольвент, UV, латекс н6931"
19156,"труба фторопласт PVDF/натуральный/d 160x4,9мм, 5м /30.705.0160.33"
19158,"труба фторопласт PVDF/натуральный/d 90x4,3мм, 5м /30.705.0090.21"
19160,"Вспененный полиэтилен для ложементов НПЭ (несшитый) Тепофол, 70 мм, 1*2 м, черный"
19162,"Атлас 140г/кв.м, 1,6*94м. Термотрансфер. Ровный край"
19163,"Термопленка NOVA-FLEX 3D, 0,50*5 м, 7562 - белый (экосольвент)"
19164,Лист ПВХ Stroflex 4x1560x3050 мм белый
19166,"Лист ПВХ ""Unext-Color"" 1560х3050х3мм желтый"
19168,"PVC-U отвод 90, д-50 мм DN40/721 100 110"
19170,Лист ПВХ Ongrofoam AYTU 911 1x1560x3050 мм белый
19172,"Промо-рулон плёнка для ламинации NEW 1,27x2м, 55мк, глянец"
19174,"Промо-рулон плёнка для ламинации NEW 1,37x2м, 80мк, мат"
19176,"Лезвие OLFA LFB-5B сегментированное с тефлоновым покрытием, 18 мм, 60° (5 шт.)"
19177,"Бумага Ситилайт Vilaseca Skylight 135 г/м2 1,6м * 84м, сольвент, UV, латекс н6931"
19178,"Пленка Orajet 3164M F010 1,05*50 м белая, матовая"
19179,"Стержень поликарбонат Sustanat PC 16*3000 мм, натуральный"
19181,Лист ПК сот.(СПК 06) 2100х12000х6мм белый
19183,Пакет для салата ПП 285/85х350+40Lx0.025мм
19185,Сварочный пруток полипропиленовый/Polystone P light blue/сополимер/д - 5 мм/бухта - 5 кг
19187,"труба ПП d= 110х15,1мм, 5м/12.705.0110.07"
19189,"Фланец накидной, TP PVC-U,  d50 PN16"
19191,ПП переходная втулка 25-20 мм/727 910 337
19193,"труба фторопласт PVDF/натуральный/d 110x5,3мм, 5м /30.705.0110.21"
19195,Susta PEEK natural 6х620х3000
19197,"Флис 280г/кв.м 1,6*46м. Термотрансфер"
19198,Лист ПП вспененный 2000х1080х15 мм зеленый 6005
19200,"Ткань Атлас 130 г/кв.м, 1,6*99 м. Сублимация"
19201,Двухсторонний скотч Orabond 1818 12 мм*25 м (Oramount 1818)
19202,"Термопленка NOVA-FLEX REFLEX, 0.5*5 м, 6430 - серебро"
19203,Трубка чернильная 3х2мм. 8 линий
19204,Монтажная пластина РРGF с механическими концевыми выключателями Ag Ni d 50/167 482 629
19206,UV-161-W-10 Краска УФ Trans White
19207,"Ткань Интерлок (Прима Микрофибра), 140г/мкв, 1,6*102,6м, Термотрансфер Y"
19208,"Прокладка Steripad, 800х700х3 мм, 363 отв, 20 мм"
19210,"Термопленка NOVA-FLEX CREATIVE GLITTER SPECIALS, 0,50*2,5 м, 6101 - искристый белый микс"
19211,Латунная щетка Weldy для очистки сварочных насадок
19213,"Пленка ПВХ для нат.потолков MSD Evo matte, 280 г/м2, 250 мкм, 3,2 м*100 м, белый"
19214,"Пленка полимерная самоклеящаяся Oracal 551 G 601, 1*50 м, 70 мкм, лиметтовый зеленый, глянцевая"
19215,"труба фторопласт PVDF/натуральный/d 125x6,0мм, 5м /30.705.0110.21"
19217,"Ткань Габардин 182 гр/кв.м, 1,6м*53,4м. Термотрансфер"
19218,"Ткань Таффета 60 г/кв.м, 1,6 м*227 м. Прямая печать"
19219,"Флис принт ВИШЕНКИ 280 г/м2, 1,6*2 м, термотрансфер"
19221,"труба ПП d= 125х17,1мм, 5м/12.705.0125.07"
19223,"Бумага для скроллеров 167г/м2 (132мк). Polyman. Ширина 2,95м, намотка 135м"
19224,"Выставочный ковролин на джутовой основе НеваТафт Астра, ворс 350 г/м2, 3 м*30 м, полипропилен, антрацит"
19227,"Блок питания герметичный компактный ELF, 12 В, 200 Вт, металл, IP67"
19229,Пленка самоклеящаяся Oracal 8510 F091 1*50 м золотистая
19230,Лист полиэтиленовый/низкого давления/Polystone G white UVP/белый/1240х1800х10 мм
19232,"Образец вспененный листовой ПВХ Кармапласт 0,5 СП 3*1000*1000 мм чёрный"
19234,"Баннер Vikuflex ламинированный Frontlit 440гр, 75x3.2м мат 500Dx300D, 18x12"
19235,"Ткань Таффета 65г/кв.м, 1,6*245м. Термотрансфер"
19236,"Флис 280 г/м2, 1,6*56,5 м Термотрансфер. Q"
19237,"Термопленка NOVA-FLEX CREATIVE GLITTER SPECIALS, 0,50*10 м, 6140 - искристый желтый неон"
19238,Монолитный поликарбонат Полигаль КИВИ 2*2050*3050 мм янтарный
19240,"Granitol Perfoten ПЭ пленка boil-in-bag, 290*0.03 мм, 12.2 кг., тип FO, образцы"
19241,"Ткань Интерлок (Прима без стрел), вт.7,5см, 135г/м2 59 м*1,65 м Термотрансфер"
19242,Комплект для биговального иснтрумента
19243,"Фотолюминесцентная пленка Lucentis-200 принт. 0,61*20м (марк.)"
19244,Лист полипропиленовый VikuLen OPTIMUM сополимер серый 3000х1500х8 мм
19246,Лист полипропиленовый VikuLen OPTIMUM гомополимер серый 3000х1500х6 мм
19248,"Ложная сетка 135г/кв.м, 1,65. Термотрансфер.18,09 кг"
19249,"Промо рулон Баннер ламинированный GNX Frontlit 440гр, 2x1.1м мат 500Dx300D, 18x12"
19250,"Пленка литая самоклеящаяся Oracal 951 M 010, 1,26*25 м, 50 мкм, белая, матовая"
19251,"Труба полипропиленовая квадратная серая 60х60х4мм, 5м"
19253,"Модуль светодиодный VIKULED Maximum-3535-50RF красный (4 SMD 5050, 0.96Вт, 36Лм, IP 67) металл (20 шт.=цепочка)"
19255,Polystone P гомополимер натуральный образец 20х297х210
19257,"Ткань Бифлекс матовый 230гр/м2, 1,55*68м, Термотрансфер"
19258,"Ткань Бифлекс мат 230гр/м2, 1,55*53м, Термотрансфер"
19259,Перчатка оклейщика (L)
19261,"Баннер короткий Fresh ламинированный Frontlit 510гр, 45x3.2м мат 500Dx300D, 18x12"
19262,PVDF тройник переходной 50*20 раструбное соединение
19264,Краска трафaретная для оптических дисков ODP  410
19265,"Ткань Таффета 60 г/кв.м, 1,6м*188 м. Прямая печать"
19266,"Бумага Blueback Torras, 1.6*30м, 115г, сольвент, н8744"
19267,Термотрансферная пленка Stahls Cad-Cut FLOCK F001 25/500 белый
19268,"Ткань Габардин 182 гр/кв.м, 1,6м*54,4м. Термотрансфер"
19269,Roll-up стенд Coleido Premium (Капля) 100*200 см
19271,"Ложная сетка 135г/кв.м, 1,65. Термотрансфер.16,5  кг"
19272,Roll-up стенд Coleido Premium (Капля) 120*200 см
19274,"Ткань Мокрый шелк, 150 гр/м2/1,6м, 48м Термотрансфер"
19275,"Бифлекс 230г/кв.м, 1,55*54,3м. Термотрансфер"
19276,Лист полиэтиленовый/низкого давления/HPDE/MF yellow UVP/желтый/250х1728х10 мм
19278,"Пленка литая самоклеящаяся Oracal 951 G 026, 1,26*25 м, 50 мкм, пурпурно-красная, глянцевая"
19279,"Щелевая насадка для Weldy Energy, 40 мм, усиленная"
19281,"Эпоксидный клей для металла Akfix E350, холодная сварка, 57 мл"
19283,Краска трафaретная для оптических дисков ODP  098
19284,"Ткань Шармус 66г/кв.м, 1,6*227,5м. Термотрансфер, Y"
19285,"Ткань Атлас 140гр/кв.м, 1,6*105м, Термотрансфер"
19286,Лист ПВХ  Anwipor 2x2050x3050 мм белый
19288,"Ткань Таффета new, 60г/м2 1,6*62 м, Термотрансфер А"
19289,"Ткань Таффета new, 60г/м2 1,6*69 м, Термотрансфер А"
19290,"Ткань Таффета new, 60г/м2 1,6*84 м, Термотрансфер А"
19291,12GT032111 Краска УФ серии CARD 110N WA VIOLET
19292,"Оксфорд 600D PU, 220 г/кв.м,  1,5*47.м Термотрансфер I"
19293,"Бумага сублимационная PichiPanda, 1,62*8300м, 90г"
19294,"Ткань Таффета 65г/кв.м, 1,6*231м. Термотрансфер"
19295,Датчик экстренной остановки Gethray F4
19297,Кронштейн датчика экстренной остановки Gethray F4
19299,"Полистирол Опал 2000х3000х1,5 гл/мат HIPS GEBAU(141)"
19301,PVDF тройник 90⁰ для раструбной сварки д-16 мм
19303,Нагревательный элемент для строительного фена Weldy HG 530-A
19305,Нагревательный элемент для строительного фена Weldy Energy 1600
19307,"Магнитный винил, рулон без покрытия 30*0,62м, 0,4мм (FX)"
19308,Субтанк Gethray F4 с клапанами
19310,"Атлас 130 г/кв.м, 1,6*130 м. Сублимация"
19311,"Баннер Fresh ламинированный Frontlit 440гр, 50x1.6м мат 500Dx500D, 9x9"
19312,"Чернила экосольвентные Limei, 1 л, голубые"
19314,"Ткань Таффета 65г/кв.м, 1,6*186м. Термотрансфер"
19315,"Пленка литая самоклеящаяся Oracal 970 G RA 351, 1,52*50 м, 110 мкм, муниципальный оранжевый, глянцевая"
19316,"Пленка полимерная самоклеящаяся Oracal 551 G 395, 1*50 м, 70 мкм, тыквенная, глянцевая"
19317,"Ткань Сатен 183 гр/м2, 1,60 м*76 м, Термотрансфер, А"
19318,"Ткань Оксфорд 210D PU, 100 г/кв.м,  1,5м*116 м, Термотрансфер А"
19319,"Пленка самоклеящаяся мономерная Oracal 640 G 090 1*0,7 м 100 лист/упак"
19320,"Двусторонняя вспененная акриловая лента G30 SM Chemie™ 3*19 мм*10 м, серая, пластиковый лайнер"
19321,"Roll up бумага полипропиленовая (PP), 1,27x30м, 190мк, 180гр., мат"
19322,"Ткань Таффета new, 60г/м2 1,6*55 м, Термотрансфер А"
19323,Лист полиэтиленовый/высокомолекулярный/PE 500/белый/2291х1240х12 мм
19325,"Флис 300г/кв.м, 1,5*48,4м. Термотрансфер"
19326,"Ткань Блекаут Люкс 250гр, 1,6м*43м, Термотрансфер А"
19327,"Пленка полимерная самоклеящаяся Oracal 551 G 491, 1*50 м, 70 мкм, зеленый клевер, глянцевая"
19328,"Флис 280г/кв.м 1,6*44,8м. Термотрансфер"
19329,"Ткань Атлас 130 г/кв.м, 1,6*139 м. Сублимация"
19330,"Термопленка NOVA-FLEX PREMIUM, 0,50*5 м, 1086 - сиреневый"
19331,Пробка чернильной трубки Gethray F4
19333,"Образец вспененный листовой ПВХ Кармапласт цветной 0,5 ИП 10*1000*1000 мм черный"
19335,Лист ПК сот. Карбогласс 2100х12000х4мм прозрачный
19336,"Промо-рулон Баннер ламинированный Frontlit 240гр, 5x1.6м мат 500Dx500D, 9x9"
19337,Лист ПВХ антистатический 3000x1220x20 мм белый
19339,"Промо-рулон баннер литой Frontlit 510гр, 2x1.0м мат 1000Dx1000D, 18x18"
19340,Лист акрил. Plexiglas XT 2х2050х3050 бесцветное 20070
19342,"Ткань Ложная сетка 140г/кв.м, вт.7,5см, 1,65 м*99 м. Термотрансфер"
19343,"Защитная бумага Эко 1,68*660 м, 45 г/м2 (ролики по 50 кг)"
19344,"Сатен 140г/кв.м, 1,6*93м. Термотрансфер. Ровный край"
19345,"Ткань Ложная сетка 215г/кв.м, 1,65*55м. Термотрансфер."
19346,"Промо-рулон плёнка перфорированная One-Way-Vision, 140 микрон, 1,27x2м"
19347,"Антигравийная полиуретановая пленка  X-SHIELD (1,52 m x 15 m)"
19348,"Лист полипропиленовый  0,35 1000х700_900 ss (черный) песок\песок"
19349,"Пленка самоклеящаяся Plo Plo F 070 G 1,22*15 м черная, глянцевая"
19350,"Профессиональный строительный фен Weldy HT 530-A, расширенная комплектация, 2300 Вт, 80-650 °C"
19352,Пленка SAV 100 mc Vikujet белая 50/1600 глянцевая
19353,"Ткань Интерлок матовый стрейч 270  г/кв.м,  1,65*56,8  м  Термотрансфер"
19354,Плёнка SAV 80 mc Vikujet прозрачная 50/1520 матовая
19355,"Ложная сетка 135г/кв.м, 1,65. Термотрансфер.16,8 кг"
19356,Профиль (отбойник) полиэтиленовый/низкого давления/Polystone G yellow UVP/желтый/250х2245х12 мм
19358,Сварочный пруток ПЭНД черный д4 мм  - 5 кг
19360,"Пленка полимерная самоклеящаяся Oracal 551 G 504, 1*50 м, 70 мкм, пастельно-голубая, голубая"
19361,Стержень полипропиленовый/серый/д-75 мм/2м
19363,"Таффета 60г/кв.м, 1,6*94 м, Термотрансфер А"
19364,Крышка фиксатора рулона для ламинатора LC-1700
19366,Регулятор натяжения для ламинатора LC-1700
19368,"Блокаут 225г/кв.м, 1,6*99м. Термотрансфер. Ровный край"
19369,"Двусторонняя вспененная акриловая лента G15 SM Chemie™ 1,5*9 мм*25 м, серая, пластиковый лайнер"
19370,"Ткань Таффета new, 60г/м2 1,6*56 м, Термотрансфер А"
19371,"Двусторонняя вспененная акриловая лента G15 SM Chemie™ 1,5*6 мм*25 м, серая, пластиковый лайнер"
19372,"Ткань Полиоксфорд премиум 230 г/кв.м, 1,6*63м. Термотрансфер А"
19373,"Сатен 140г/кв.м, 1,6*97м. Термотрансфер. Ровный край"
19374,"Сатен 140г/кв.м, 1,6*99м. Термотрансфер. Ровный край"
19375,"Сатен 140г/кв.м, 1,6*101м. Термотрансфер. Ровный край"
19376,Лист полипропиленовый/Polystone P grey/серый/330х3000х5 мм
19378,"Ткань сэндвич браш 220г/кв.м, 1,65*23м. Термотрансфер"
19379,"Ложная сетка 230г/кв.м, 1,6*4м. Термотрансфер. Ровный край"
19380,Ракель для нанесения и снятия пленки (чизлер)
19382,"УФ-отверждаемые чернила ARISTA S5, чёрный (B), 1 л"
19383,Втулка 401 800 220 000
19385,"Бифлекс 230г/кв.м, 1,55*37,7м. Термотрансфер"
19386,"Ложная сетка 135г/кв.м, 1,65*97,31м. Термотрансфер."
19387,"Сатен 185г/кв.м, 1,6*92м. Термотрансфер. Ровный край"
19388,"Сатен 185г/кв.м, 1,6*69м. Термотрансфер. Ровный край"
19389,"Термопленка NOVA-FLEX STRETCH, 0,50*10 м, 2802 - черный"
19390,"Сварочный аппарат для полимерных тканей Weldy Foiler ETL, 1700 Вт, 20 мм, 40-530 °C, автом.старт, направл.ролик"
19392,"Термопленка NOVA-FLEX CREATIVE GLITTER SPECIALS, 0.50*1 м, 6189 - искристый голубой микс"
19393,"Баннер ламинированный Frontlit S (Индия) 440гр, 50x3.2м мат 500Dx300D, 18x12"
19394,"Пленка самоклеящаяся Plo Plo F 035 M 1,22*17 м оранжевая, матовая"
19395,"Бифлекс 90% ПЭ 10 % Спандекс, 250 гр/м2, шир.1,6 м*61,7 м, Термотрансфер"
19396,"Промо-рулон Холст Indorian синтетический, полиэстер, 1.27x1m, 260G, матовый"
19397,"Баннер ламинированный Frontlit 440гр, 50x3.0м мат 500Dx300D, 18x12"
19398,"Сетка баннерная Г1 Vikuflex 370 гр, 1,6*50 м мат 1000D*1000D, 9*9 с подложкой"
19400,"Атлас 140г/кв.м, 1,6*90м. Сублимация"
19401,"Ткань Футер 3-нит. петля с хлопком 320гр/м2/ 1,65*3м"
19402,"Бумага сублимационная PichiPanda, 1,62*8460м, 80г"
19403,"Лист A-ПЭТ  VIKUPET 0,75x1250x2050 мм прозрач. (Италия)"
19405,"Плёнка для печати Saviar белая RG 80 мкм 1,37*50 м, глянцевая (RG — легкосъёмный клей)"
19406,"Ткань Оксфорд 600D PU, 220 г/кв.м,  1,5*118.м Термотрансфер I"
19407,"Промо-рулон баннер Vikuflex ламинированный Frontlit 280гр, 2x1.1м мат 200Dx300D, 18x12"
19408,"Ткань Оксфорд 240D PU, 115 г/кв.м, 1,5м*34м, Термотрансфер"
19409,Монолитный полистирол Полигаль ПЛАЗГАЛЬ GPPS 5*2050*3050 мм прозрачный
19411,Кран трехпозиционный стальной
19413,Стержень ERTALON 6 SA/натуральный/5x1000
19415,Лист полиэтиленовый/сверхвысокомолекулярный/Polystone M/черный/3000х1250х30 мм
19417,датчик потока PaddleWheelSen 515 PP/FPM/198 801 620
19419,"Пленка полимерная самоклеящаяся Oracal 551 G 505, 1*50 м, 70 мкм, олимпийский синий, глянцевая"
19420,"Пленка полимерная самоклеящаяся Oracal 551 G 511, 1*50 м, 70 мкм, ночной синий, глянцевая"
19421,Образец лист ПВХ Vikupor ULTRA LIGHT 5x2050x3050 мм белый
19423,"Сетка баннерная GLP029  270гр, 50x3.2 мат 1000Dx1000D, 9x9 без подл."
19424,Скоба (12mm) 19012
19426,Пленка 975 CA F070 4/1520 Oracal
19427,"Элек. дроссель 2x36W BT8-F,245x43x33 mm 230V/50-60H"
19429,Клейкая лента Oramount 1816 6мм x 25м
19431,"Лента светодиодная SWG со скотчем 3М 2835, 120 LED/м, 9,6 Вт/м, 12В , IP66, 5м, Цвет: Холодный белый"
19433,"Бумага сублимационная PichiPanda, 1,62*8600м, 90г"
19434,"Габардин 180г/кв.м, 1,6*100м. Термотрансфер. Ровный край"
19435,"Атлас 140г/кв.м, 1,6*90м. Термотрансфер. Ровный край"
19436,"Флис 300г/кв.м, 1,6*50м. Термотрансфер. Ровный край"
19437,Клейкая лента Oramount 1819 6мм x 25м
19439,"Прокладка SteriPad 800Х750Х3 мм, 410 отв., 25 мм"
19441,Деталь 580 004 511 700
19443,"Колено 45°, TP PVC-U, d110 PN16"
19445,"Скобы для степлера, тип 53 (A/10/JT21) Зубр, Профессинал, особотвердые, 8 мм, калибр 23GA, 1000 шт"
19447,"Алюминиевая композитная панель Bildex 4000x1220x4 мм, (al 0.4 mm) цвет Серый RAL BX 7005  в Г1"
19449,"Ткань полиоксфорд  238 г/кв.м, 1,6*50м. Термотрансфер"
19450,"Стержень РОМ/натуральный/д - 35 мм, 1 м"
19452,Лист полипропиленовый VikuLen сополимер натуральный 3000х1500х4 мм
19454,Фланец ПП/сталь д-63 мм/727 700 211
19456,"Плёнка для печати Saviar белая HT 100 мкм 1,52*50 м, матовая (HT — усиленный клей)"
19457,"Пленка самоклеящаяся Oracal 8800 F 348 1,26*25 м красно-алая транслюцентная"
19458,"Пленка самоклеящаяся Oracal 8800 F 016 1,26*25 м алая транслюцентная"
19459,"Баннер Vikuflex литой Frontlit 400гр, 65х2.2 полумат 1000Dx1000D, 16x16"
19460,"Малярный скотч, 48мм*50м"
19462,"Баннер Vikuflex литой Frontlit 400гр, 65х2.5 полумат 1000Dx1000D, 16x16"
19463,"Баннер Vikuflex литой Frontlit 400гр, 65х2.8 полумат 1000Dx1000D, 16x16"
19464,"Пленка Orajet 3954 1,37*50 м"
19465,"Герметик силиконовый 100Е Akfix, универсальный, 50 мл, белый"
19467,Краска трафaретная для оптических дисков ODP  750
19468,"Ткань Интерлок (Прима Микрофибра), 140г/мкв, 1,6*87 м, Термотрансфер Y"
19469,"труба фторопласт PVDF/натуральный/d 32x2,4мм, 5м/175 480 205"
19471,"Лента светодиодная ELF ZigZag 2835, 96 LED/м, 9,6 Вт/м, 12 В, IP20, 5 м, белый"
19473,"Баннер Vikuflex литой Frontlit 440 г, 3,2*50 м полумат 1000D*1000D, 16*16"
19474,"Габардин 140г/кв.м, 1,6*100м. Термотрансфер. Ровный край"
19475,Пленка SAV 100 mc DLC Milk White белая 50/1520 глянцевая
19476,Лист полипропиленовый/Polystone P natural/натуральный/1590х1505х20 мм
19478,Заготовка для перил/полиэтилен/низкого давления/Polystone G blue UVP/синий/72х1840х12 мм без М/О
19480,Лист полипропиленовый Vikulen сополимер голубой 4000х1500х15 мм
19482,"Двусторонняя вспененная акриловая лента B20 SM Chemie™ 2*9 мм*16,5 м, чёрная, пластиковый лайнер"
19483,PVDF тройник д-20 мм/735 208 606
19485,"Ткань Габардин 150г/кв.м, 1,6м*133м. Термотрансфер P"
19486,"Стержень полиэфирэфиркетон SustaPEEK natural D 22мм, 2м"
19488,Заготовка для перил/полиэтилен/низкого давления/Polystone G blue UVP/синий/72х2725х12 мм без М/О
19490,Краска трафaретная для оптических дисков ODP  770
19491,"Образец Микропризматическая пленка HIP 4001 белая (класс IIб) 1,22*45,7м, А4"
19493,"Баннер Vikuflex литой Frontlit 400гр, 65х3.0 полумат 1000Dx1000D, 16x16"
19494,"Баннер Vikuflex литой Frontlit 400гр, 65х3.1 полумат 1000Dx1000D, 16x16"
19495,"Баннер GLP ламинированный 340±10G,50x3.2м, 500Dx500D, 9x9, матовый, антиколд"
19496,Лист ПВХ Vikupor Light 3x1560x3050 мм белый (8 шт/уп) (уп.красная)
19498,Коробка Hogomaku 0.61х30м
19500,Пневмоцилиндр
19502,"Двусторонняя вспененная акриловая лента B11 SM Chemie™ 1,1*15 мм*33 м, чёрная, пластиковый лайнер"
19503,"Самба Manoor негорючая 180 г/м2, 3,2*26м, Сольвент, Латекс, УФ"
19504,"Модуль светодиодный ELF, 5 SMD диодов, 12В, IP67, зеленый"
19506,"Модуль светодиодный ELF, 5 SMD диодов, 12В, IP67, красный"
19508,"Модуль светодиодный ELF, 5 SMD диодов, 12В, IP67, синий"
19510,Образец Световозвращающая пленка Vikulux 3100 синий 1.24*50м
19512,"Термопленка NOVA-FLEX PREMIUM, 0,50*10 м, 1048 - розовый золотой металлик"
19513,"Коннектор линейный двухсторонний зажимной (5050), с проводом 15 см"
19515,Образец Световозвращающая пленка Vikulux 3100 черный 1.24*50м
19517,Комплект для калибровки i1 Publish Pro2
19519,Стержень Sustamid 6 G OL yellow 55*1000 mm желтый
19521,Плёнка SAV 80 mc Vikujet (Neojet) белая 50/1270 матовая (облегченная подложка)
